time (seconds),temperature (Celsius)
4.148,26.3125
4.153,26.3125
4.154,26.3125
4.157,26.3125
4.163,26.3125
4.165,26.3125
4.173,26.3125
4.188,26.3125
4.224,26.3125
4.230,26.3125
4.238,25.9375
4.243,25.9375
4.249,25.9375
4.255,25.9375
4.258,25.9375
4.260,25.9375
4.269,25.9375
4.299,25.9375
4.311,25.9375
4.319,25.9375
4.365,25.5000
4.378,25.5000
4.384,25.5000
4.391,25.5000
4.393,25.5000
4.396,25.5000
4.401,25.5000
4.403,25.5000
4.404,25.5000
4.416,25.5000
4.420,25.5000
4.426,25.5000
4.432,25.5000
4.454,25.5000
4.458,25.5000
4.462,25.5000
4.466,25.5000
4.469,25.5000
4.473,25.5000
4.477,26.3750
4.480,26.3750
4.493,26.3750
4.498,26.3750
4.500,26.3750
4.503,26.3750
4.506,26.3750
4.511,26.3750
4.515,26.3750
4.517,26.3750
4.519,26.3750
4.527,26.3750
4.537,26.3750
4.538,26.3750
4.544,26.3750
4.548,26.3750
4.550,26.3750
4.556,26.3750
4.557,26.3750
4.577,26.3750
4.579,26.3750
4.582,26.3750
4.596,25.5625
4.599,25.5625
4.615,25.5625
4.627,25.5625
4.630,25.5625
4.644,25.5625
4.659,25.5625
4.660,25.5625
4.668,25.5625
4.674,25.5625
4.685,25.5625
4.688,25.5625
4.691,25.5625
4.697,25.5625
4.704,25.5625
4.708,25.5625
4.719,26.3125
4.723,26.3125
4.729,26.3125
4.733,26.3125
4.745,26.3125
4.754,26.3125
4.756,26.3125
4.762,26.3125
4.766,26.3125
4.768,26.3125
4.769,26.3125
4.779,26.3125
4.788,26.3125
4.798,26.3125
4.803,26.3125
4.813,26.3125
4.814,26.3125
4.816,26.3125
4.823,26.3125
4.834,26.3125
4.845,25.6875
4.847,25.6875
4.850,25.6875
4.854,25.6875
4.871,25.6875
4.878,25.6875
4.880,25.6875
4.881,25.6875
4.887,25.6875
4.913,25.6875
4.916,25.6875
4.926,25.6875
4.928,25.6875
4.934,25.6875
4.937,25.6875
4.939,25.6875
4.941,25.6875
4.946,25.6875
4.954,25.6875
4.977,26.3750
4.981,26.3750
4.984,26.3750
