0.004,23.8125
0.012,23.8125
0.015,23.8125
0.02,23.8125
0.026,23.8125
0.032,23.8125
0.034,23.8125
0.048,26.4375
0.059,26.4375
0.063,26.4375
0.078,26.4375
0.083,26.4375
0.092,26.4375
0.098,26.4375
0.098,26.4375
0.111,26.4375
0.112,26.4375
0.129,26.4375
0.137,26.4375
0.138,26.4375
0.14,26.4375
0.141,26.4375
0.141,26.4375
0.143,26.4375
0.144,26.4375
0.15,26.4375
0.155,26.4375
0.157,26.4375
0.158,26.4375
0.165,26.4375
0.169,26.25
0.171,26.25
0.173,26.25
0.175,26.25
0.2,26.25
0.203,26.25
0.207,26.25
0.213,26.25
0.214,26.25
0.216,26.25
0.219,26.25
0.229,26.25
0.234,26.25
0.25,26.25
0.258,26.25
0.279,26.25
0.289,24.5625
0.292,24.5625
0.296,24.5625
0.303,24.5625
0.305,24.5625
0.307,24.5625
0.311,24.5625
0.319,24.5625
0.328,24.5625
0.329,24.5625
0.342,24.5625
0.351,24.5625
0.352,24.5625
0.357,24.5625
0.358,24.5625
0.361,24.5625
0.389,24.5625
0.401,24.5625
0.405,24.5625
0.417,25.3125
0.418,25.3125
0.441,25.3125
0.45,25.3125
0.453,25.3125
0.455,25.3125
0.459,25.3125
0.48,25.3125
0.488,25.3125
0.502,25.3125
0.511,25.3125
0.52,25.3125
0.521,25.3125
0.539,25.125
0.556,25.125
0.557,25.125
0.561,25.125
0.561,25.125
0.571,25.125
0.574,25.125
0.577,25.125
0.597,25.125
0.599,25.125
0.617,25.125
0.627,25.125
0.629,25.125
0.653,25.125
0.681,25.0625
0.688,25.0625
0.69,25.0625
0.691,25.0625
0.695,25.0625
0.719,25.0625
0.724,25.0625
0.737,25.0625
0.741,25.0625
0.749,25.0625
0.761,25.0625
0.767,25.0625
0.77,25.0625
0.791,26.25
0.793,26.25
0.817,26.25
0.82,26.25
0.83,26.25
0.835,26.25
0.84,26.25
0.845,26.25
0.853,26.25
0.853,26.25
0.859,26.25
0.862,26.25
0.867,26.25
0.874,26.25
0.875,26.25
0.876,26.25
0.877,26.25
0.884,26.25
0.887,26.25
0.895,26.25
0.898,26.25
0.913,27
0.917,27
0.926,27
0.934,27
0.936,27
0.946,27
0.95,27
0.952,27
0.954,27
0.963,27
0.964,27
0.978,27
0.979,27
0.981,27
0.983,27
0.995,27
1.009,27
1.01,27
1.013,27
1.014,27
1.014,27
1.019,27
1.027,26.0625
1.028,26.0625
1.028,26.0625
1.031,26.0625
1.032,26.0625
1.032,26.0625
1.051,26.0625
1.071,26.0625
1.073,26.0625
1.077,26.0625
1.094,26.0625
1.098,26.0625
1.117,26.0625
1.131,26.0625
1.15,24.6875
1.164,24.6875
1.172,24.6875
1.177,24.6875
1.178,24.6875
1.179,24.6875
1.181,24.6875
1.183,24.6875
1.189,24.6875
1.19,24.6875
1.206,24.6875
1.212,24.6875
1.214,24.6875
1.216,24.6875
1.217,24.6875
1.225,24.6875
1.236,24.6875
1.239,24.6875
1.243,24.6875
1.252,24.6875
1.254,24.6875
1.263,24.6875
1.268,25.4375
1.277,25.4375
1.295,25.4375
1.298,25.4375
1.301,25.4375
1.305,25.4375
1.308,25.4375
1.321,25.4375
1.324,25.4375
1.326,25.4375
1.327,25.4375
1.344,25.4375
1.349,25.4375
1.356,25.4375
1.375,25.4375
1.386,25.375
1.389,25.375
1.394,25.375
1.402,25.375
1.427,25.375
1.436,25.375
1.438,25.375
1.442,25.375
1.444,25.375
1.444,25.375
1.45,25.375
1.458,25.375
1.474,25.375
1.48,25.375
1.481,25.375
1.486,25.375
1.493,25.375
1.496,25.375
1.5,25.375
1.502,25.375
1.522,24.8125
1.532,24.8125
1.534,24.8125
1.541,24.8125
1.552,24.8125
1.572,24.8125
1.581,24.8125
1.587,24.8125
1.595,24.8125
1.609,24.8125
1.625,24.8125
1.634,27.25
1.647,27.25
1.655,27.25
1.656,27.25
1.66,27.25
1.661,27.25
1.671,27.25
1.676,27.25
1.678,27.25
1.711,27.25
1.714,27.25
1.716,27.25
1.73,27.25
1.744,27.25
1.75,25.8125
1.756,25.8125
1.764,25.8125
1.768,25.8125
1.769,25.8125
1.77,25.8125
1.788,25.8125
1.793,25.8125
1.797,25.8125
1.8,25.8125
1.805,25.8125
1.807,25.8125
1.808,25.8125
1.816,25.8125
1.817,25.8125
1.833,25.8125
1.84,25.8125
1.846,25.8125
1.865,25.8125
1.881,26.125
1.905,26.125
1.913,26.125
1.917,26.125
1.924,26.125
1.934,26.125
1.936,26.125
1.949,26.125
1.959,26.125
1.966,26.125
1.976,26.125
1.981,26.125
1.985,26.125
1.997,24.875
2.007,24.875
2.009,24.875
2.017,24.875
2.029,24.875
2.049,24.875
2.064,24.875
2.07,24.875
2.079,24.875
2.088,24.875
2.09,24.875
2.099,24.875
2.101,24.875
2.119,24.6875
2.123,24.6875
2.129,24.6875
2.132,24.6875
2.134,24.6875
2.139,24.6875
2.159,24.6875
2.174,24.6875
2.195,24.6875
2.226,24.6875
2.233,24.6875
2.235,24.5625
2.243,24.5625
2.245,24.5625
2.261,24.5625
2.279,24.5625
2.281,24.5625
2.285,24.5625
2.287,24.5625
2.288,24.5625
2.293,24.5625
2.295,24.5625
2.296,24.5625
2.301,24.5625
2.306,24.5625
2.349,24.5625
2.353,24.5625
2.361,26.125
2.366,26.125
2.374,26.125
2.382,26.125
2.383,26.125
2.389,26.125
2.398,26.125
2.405,26.125
2.406,26.125
2.422,26.125
2.425,26.125
2.439,26.125
2.447,26.125
2.447,26.125
2.469,26.125
2.472,26.125
2.473,26.125
2.474,26.125
2.478,27.375
2.48,27.375
2.482,27.375
2.489,27.375
2.493,27.375
2.495,27.375
2.498,27.375
2.51,27.375
2.518,27.375
2.521,27.375
2.525,27.375
2.532,27.375
2.534,27.375
2.538,27.375
2.543,27.375
2.543,27.375
2.546,27.375
2.547,27.375
2.549,27.375
2.554,27.375
2.556,27.375
2.579,27.375
2.603,25.9375
2.606,25.9375
2.607,25.9375
2.624,25.9375
2.624,25.9375
2.631,25.9375
2.637,25.9375
2.643,25.9375
2.644,25.9375
2.658,25.9375
2.663,25.9375
2.674,25.9375
2.675,25.9375
2.681,25.9375
2.688,25.9375
2.699,25.9375
2.707,25.9375
2.713,25.9375
2.715,25.9375
2.72,25.9375
2.736,26.3125
2.736,26.3125
2.738,26.3125
2.755,26.3125
2.76,26.3125
2.768,26.3125
2.779,26.3125
2.786,26.3125
2.797,26.3125
2.799,26.3125
2.807,26.3125
2.81,26.3125
2.812,26.3125
2.822,26.3125
2.83,26.3125
2.84,26.3125
2.848,26.0625
2.849,26.0625
2.857,26.0625
2.864,26.0625
2.869,26.0625
2.87,26.0625
2.875,26.0625
2.88,26.0625
2.909,26.0625
2.92,26.0625
2.93,26.0625
2.931,26.0625
2.943,26.0625
2.944,26.0625
2.951,26.0625
2.951,26.0625
2.96,26.0625
2.972,24.875
2.978,24.875
2.984,24.875
2.991,24.875
2.999,24.875
3.007,24.875
3.01,24.875
3.015,24.875
3.029,24.875
3.03,24.875
3.035,24.875
3.039,24.875
3.048,24.875
3.049,24.875
3.066,24.875
3.111,24.8125
3.122,24.8125
3.129,24.8125
3.142,24.8125
3.142,24.8125
3.161,24.8125
3.166,24.8125
3.179,24.8125
3.18,24.8125
3.2,24.8125
3.21,26.1875
3.232,26.1875
3.233,26.1875
3.237,26.1875
3.244,26.1875
3.256,26.1875
3.259,26.1875
3.26,26.1875
3.268,26.1875
3.289,26.1875
3.298,26.1875
3.304,26.1875
3.318,26.1875
3.322,26.1875
3.324,26.1875
3.325,26.1875
3.326,26.1875
3.328,27.3125
3.33,27.3125
3.348,27.3125
3.353,27.3125
3.36,27.3125
3.362,27.3125
3.363,27.3125
3.368,27.3125
3.369,27.3125
